Image,Vietnamese,Target word,Transcription,Example
"<img src=""guinness-beer-made-of-more-1-1024-72167_1380643440871.jpg"" />","tạo nên, làm từ&nbsp;",made of,/ˈmeɪd ɒv/,<div><div>a. The house is made of bricks. [They are still bricks.]</div><div>b. Wine is made from grapes. [Grapes turn into wine.]</div></div><div>c. Chairs are made of wood.</div><div><br /></div>
"<img src=""compass-out-of-business-intelligence.jpg"" />","hết, mất",out of,/aʊt ɒv/,<div>a.Orders should be placed before you run out of the supplies.</div><div>b.The presenter ran out of time before he reached his conclusion.</div><div><br /></div>
"<img src=""Retainage-Is-Outdated-and-Causes-Problems_1380643440871.png"" />",hết hạn,outdated,/aʊtˈdeɪtɪd/,"<div>a. Before you do a mailing, make sure that none of the addresses is outdated.</div><div>b. The purpose of the seminar is to have employees identify outdated methods and procedures.</div><div><br /></div>"
"<img src=""paste-56448755171331.jpg"" />","tập luyện, hành nghề, thực hành",practice,/ˈpræktɪs/,a. Bill practiced answering the telephone until he was satisfied.<div>b. I’m good at tennis but I need to practice my serve.</div><div>c. The firm has been practicing law for over a hundred years.</div><div><br /></div><div><sub>serve /sə:v/: cú giao bóng</sub></div>
"<img src=""RebarCloseup.jpg"" /><img src=""crawl-space-support-posts-lg.jpg"" />","củng cố, gia cố, tăng cường",reinforce,/ˌriːɪnˈfɔːs/,"a. Employees reinforced their learning with practice in the workplace.<div>b. Building codes in California required that steel rods be used to reinforce cinder-block construction.</div><div><br /></div><div><sub>code /koud/: luật, bộ luật, điều lệ, luật lệ, quy tắc</sub></div><div><sub>cinder-block:&nbsp;A concrete building block made with a cinder aggregate</sub></div><div><sub>(Khối bê tông xây dựng được tạo ra bằng một khối xỉ.)</sub></div>"
"<img src=""paste-27895812587523.jpg"" />","bằng miệng, bằng lời nói;",verbally,/'vɜ:bəli/,"<div><div>a. She verbally reprimanded the new hire in front of his entire team.&nbsp;</div><div>b. The guarantee was made only verbally.</div><div><div><sub><br /></sub></div><div><sub>reprimand /'reprimɑ:nd/:&nbsp;khiển trách, quở trách</sub></div></div></div>"
"<img src=""disk_1380643440871.jpg"" />",cái đĩa,disk,/dɪsk/,<div>a.The head of the optical disk reader was dirty.</div><div>b.Rewritable compact discs are more expensive than read-only CDs.</div><div><br /></div>
"<img src=""13540568-business-team-help-facilitate-company-deal-partnership-merger-or-collaboration.jpg"" />","làm cho dễ dàng, làm cho thuận tiện",facilitate,/fəˈsɪlɪteɪt/,<div>a.The computer program facilitated the scheduling of appointments.</div><div>b.The director tried to facilitate the transition to the new policy by meeting with all staff who would be affected.</div><div><br /></div>
"<img src=""NIMS_1380643440871.jpg"" />","(n): mạng, lưới, mạng lưới; (v): nối mạng; giữ mối quan hệ, kết nối.",network,/ˈnetwɜːk/,"<div>a.We set up a new network in my office to share files.</div><div>b.I don't really enjoy these conferences, but they're good opportunities to network.</div><div><br /></div>"
"<img src=""Catwalk_by_David_Shankbone.jpg"" />","tính đại chúng, phổ biến;&nbsp;sự nổi tiếng, sự yêu mến của nhân dân",popularity,/ˌpɒpjʊˈlærɪti/,"<div>a.The prime minister is riding on a wave of popularity.</div><div>b.After the new commercials began running, the popularity of the batteries increased significantly.</div><div><br /></div><div><div><sub>commercial /kə'mə:ʃl/:&nbsp;buổi phát thanh quảng cáo hàng</sub></div></div>"
"<img src=""engineering-design-process1.gif"" />","<div>(n): quá trình, sự tiến triển, sự tiến hành; phương pháp, cách thức;</div><div>(v): xử lý, chế biến, gia công</div>",process,/ˈprəʊses/,<div>a. Your insurance claim will take about a month to process.</div><div>b. There is a process for determining why your computer is malfunctioning.</div><div>c. I’ve processed the data I collected and have gotten some interesting results.</div><div><br /></div>
"<img src=""paste-68783901245443.jpg"" />","thay thế, đặt lại chỗ cũ",replace,/rɪˈpleɪs/,"<div>a. I’ve replaced the hard drive that was malfunctioning.</div><div>b. After dusting the vase, she replaced it on the shelf.</div><div>c. We have been looking for three months and we’ve found no one who can replace our former administrator.</div><div><br /></div>"
"<img src=""paste-36631776067587.jpg"" />","cuộc cách mạng, quay vòng",revolution,/ˌrevəˈluːʃn̩/,<div>a.We see a revolution in the computer field almost every day.</div><div>b.My CD player is broken; the disk cannot make a complete revolution around the magnet.</div><div><br /></div>
"<img src=""sharp-tv.jpg"" />","(adj): sắc, bén, rõ rệt, sắc nét; thông minh, láu lỉnh; thình lình, đột ngột",sharp,/ʃɑːp/,<div>a. There was a sharp decline in calls to the help desk after we upgraded each employee’s computer.</div><div>b. The new employee proved how sharp she was when she mastered the new program in a few days.</div><div><br /></div>
"<img src=""paste-64454574211332.jpg"" />","kỹ năng, kỹ xảo; sự khéo léo, sự tinh xảo;",skill,/skɪlz/,<div><div>a. The software developer has excellent technical skills and would be an asset to our&nbsp;software programming team.</div><div>b. Salman's job as designer of electronic tools makes good use of his manual dexterity&nbsp;skills.</div><div><br /></div></div>
"<img src=""Software_Icons_Pack_by_deleket.jpg"" />",phần mềm,software,/ˈsɒftweə/,<div>a.Many computers come pre-loaded with software.</div><div>b.This software allows me to integrate tables and spreadsheets into my reports.</div><div><br /></div>
"<img src=""huge storage space_1380643440871.jpg"" />","dự trữ, lưu trữ, lưu kho",store,/stɔːr/,<div>a.You can store more data on a zip drive.</div><div>b.We store the master disks in the fireproof safe.</div><div><br /></div>
"<img src=""Cọkhi_1380643440871.jpg"" />",Kỹ thuật,technical,/ˈteknɪkl̩/,a.He currently holds the position of technical manager.<div>b.There are still a few technical problems to be dealt with before the product can be put on sale to the public.</div><div><br /></div>
"<img src=""NRT Harajuku Tokyo - Cos-play-zoku or Costume Play Gang assemble on Sunday at Jingu-bashi near Harajuku JR station 02 3008x2000_1380643440871.jpg"" />","thu thập,tập hợp, lắp ráp",assemble,/əˈsembl̩/,"a.Her assistant copied and assembled the documents.<div>b.Workers were earning $20 an hour assembling cars.</div><div>c.When the fire alarm rings, everyone is supposed to leave the building and assemble in the schoolyard.</div><div><br /></div>"
"<img src=""Sớm+mai+ở+Khánh+Lê+(1).JPG"" />","sớm, trước",beforehand,/bɪˈfɔːhænd/,"thank you beforehand.<div>a.To speed up the mailing, we should prepare the labels beforehand.</div><div>b.The goods could have been shipped today had they faxed the order beforehand.&nbsp;</div><div><br /></div>"
"<img src=""facebook-is-getting-too-damn-complicated-opinion--546bc3b1a1.jpg"" />",phức tạp,complicated,/ˈkɒmplɪkeɪtɪd/,"<div>a. I had to fill in this really complicated form.</div><div>b. The rules are rather complicated to follow.</div><div>c. He gave me directions, but they were so complicated I got lost.</div><div><br /></div>"
"<img src=""9881500-courier-man_1380643440871.jpg"" />","người chuyển phát, đưa thư",courier,/ˈkʊrɪə/,<div>a.We hired a courier to deliver the package.</div><div>b.The courier service will clear the goods through customs.</div><div><br /></div>
"<img src=""paste-30073361006595 (1).jpg"" />","(gửi) nhanh, tốc hành;&nbsp;bày tỏ, biểu lộ (tình cảm)",express,/ɪkˈspres/,"<div><div>a. It's important that this document be there tomorrow, so please send it express mail.</div><div>b. Express mail costs more than regular mail service, but it is more efficient.</div><div><br /></div></div>"
"<img src=""Blintz-fold.jpg"" />","phủ, bao bọc, gấp lại",fold,/fəʊld/,<div>a.Fold the letter into three parts before stuffing it into the envelope.</div><div>b.Don’t fold the document if it doesn't fit the envelope.</div><div>c.Many small businesses fold within the first year.</div><div><br /></div>
"<img src=""shop_layout2.jpg"" />","sự bố trí, sự sắp đặt",layout,/ˈleɪaʊt/,<div>a.We had to change the layout when we changed the size of the paper.</div><div>b.The layout for the new brochure was submitted by the designer.</div><div><br /></div>
"<img src=""hidden-agenda-clipart_1380643440871.jpg"" />","đưa ra, đề cập đến",mention,/ˈmenʃn̩/,<div><div>a. There was no mention of the cost in the proposal.</div><div>b. You should mention in the letter that we can arrange for mailing the brochures as&nbsp;well as printing them.</div><div><br /></div></div>
"<img src=""paste-122797409959939.jpg"" />","đơn (pháp lý), lời thỉnh cầu, đề nghị",petition,/pəˈtɪʃn̩/,<div>a.We petitioned the postal officials to start delivering mail twice a day in business areas.</div><div>b.The petition was photocopied and distributed to workers who will collect the necessary signatures.</div>
"<img src=""Loboda_Maria_Pier54_PhotoLizLigon_CourtesyFriendsoftheHighLine-e1420558452544.jpg"" />","bằng chứng; xử lý, kiểm tra",proof,/pruːf/,"<div>a. This letter was not proofed very carefully; it is full of typing mistakes.</div><div>b. In order to get the rebate, you must send in proof of purchase.</div><div><br /></div>"
"<img src=""GA_Convict_Registers_1.JPG"" />","đã vào sổ, đã đăng ký",registered,/ˈredʒɪstəd/,a. Only registered voters can be picked for jury selection.<div>b. She was listed as the registered agent for the business.</div><div><br /></div>
"<img src=""revision-005.jpg"" />","sửa lại, xem xét lại",revise,/rɪˈvaɪz/,a.The brochure was revised several times before it was sent to the printer.<div>b.We will need to revise the form letter since our address has changed.</div><div><br /></div>
"<img src=""that-bai-khi-tu-bo.jpg"" />",sự thất bại,failure,&nbsp;/ˈfeɪljər/,<div>a.He was a failure as a businessman.</div><div>b.The new computer system was a complete failure (= It did not work).</div><div><br /></div>
"<img src=""bigstockphoto_Success_Concept_Woman_With_Lo_3346184_1380643440871.jpg"" />","thừa thãi; nhiều, phong phú, dồi dào",abundant,/əˈbʌndənt/,a. It is a region with abundant natural resources.<div>b. The recruiter was surprised by the abundant number of qualified applicants.</div><div><br /></div>
"<img src=""paste-20233590931459.jpg"" />","Việc đã hoàn thành, thành quả, thành tựu, thành tích",accomplishment,/əˈkʌmplɪʃmənt/,"a.In honor of her accomplishments, the manager was promoted.<div>b.We celebrated the successful accomplishment of our task.<div><br /></div></div>"
"<img src=""bring_together.jpg"" /><img src=""hands-unite-blog-640x427.jpg"" />","gom lại; nhóm lại, họp lại",bring together,/brɪŋ təˈɡeðə/,"a.Don't be afraid to bring together odd bedfellows.<div>b.Our goal this year is to bring together the most creative group we can find.</div><div><div><sub>bedfellow: bạn cùng giường; người cùng phe</sub></div></div><div><sub>odd /ɔd/: lẻ, cọc cạch, linh tinh</sub></div>"
"<img src=""Debate_620_102212.jpg"" />","Người dự thi; thí sinh, ứng cử viên",candidate,/ˈkændɪdət/,<div><div>a. The recruiter will interview all candidates for the position.</div><div>b. The president of our company is a candidate for the Outstanding Business Award.</div><div><br /></div></div>
"<img src=""550px-Come-Up-with-Funny-Conversation-Topics-Step-2Bullet4_1380643440871.jpg"" />","trù tính, dự kiến (to plan); nghĩ đến, nghĩ ra (to think of, to invent);",come up with,/kʌm ʌp wɪð/,a. He's come up with a new way to use up cold chicken.<div>b. We'll think about a present for her and see what we can come up with.</div><div><br /></div>
